Date,Network,Post Type,Content Type,Linked Content,Impressions,Organic Impressions,Paid Impressions,Reach,Organic Reach,Paid Reach,Potential Reach,Engagement Rate (per Impression),Engagements,Reactions,Likes,Dislikes,Love Reactions,Haha Reactions,Wow Reactions,Sad Reactions,Angry Reactions,Comments,Shares,Saves,Post Link Clicks,SproutLink Clicks,Other Post Clicks,Post Clicks (All),Other Engagements,Subscribers Gained from Video,Annotation Clicks,Card Clicks,Video Views,Organic Video Views,Paid Video Views,Partial Video Views,Organic Partial Video Views,Paid Partial Video Views,Full Video Views,Organic Full Video Views,Paid Full Video Views,Full Video View Rate,Follow Video Views,For You Video Views,Hashtag Video Views,Business Account Video Views,Others Video Views,Search Video Views,Sound Video Views,Unspecified Video Views,Estimated Minutes Watched,Story Taps Back,Story Taps Forward,Story Exits,Story Replies,Video Added to Playlists,Subscribers Lost from Video,Video Removed from Playlists,Average Video Time Watched (Seconds),Poll Votes,Tags
3/6/25 14:26,Instagram,Story,Photo,,"2,051","2,051",,"2,002","2,002",,,0.15%,3,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,"1,665",309,0,,,,,,
2/21/25 18:09,Instagram,Story,Video,,"2,885","2,885",,"2,800","2,800",,,0.10%,3,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,"2,267",338,0,,,,,,
2/21/25 18:04,Instagram,Story,Video,,"3,035","3,035",,"2,912","2,912",,,0.10%,3,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,"2,175",295,0,,,,,,
2/13/25 10:03,Instagram,Story,Photo,,"1,554","1,554",,"1,518","1,518",,,0.19%,3,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,"1,380",242,0,,,,,,
2/5/25 11:59,Instagram,Story,Photo,,"3,046","3,046",,"2,959","2,959",,,0.10%,3,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,"2,176",712,0,,,,,,
1/23/25 14:36,Instagram,Story,Photo,,"1,577","1,577",,"1,573","1,573",,,0.19%,3,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,"1,268",328,0,,,,,,
12/17/25 9:34,Instagram,Story,Photo,,"2,360","2,360",,"1,972","1,972",,,0.08%,2,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,"1,435",304,0,,,,,,
12/15/25 11:35,Instagram,Story,Photo,,"3,533","3,533",,"2,908","2,908",,,0.06%,2,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,"2,739",142,0,,,,,,
12/13/25 14:21,Instagram,Story,Video,,"2,295","2,295",,"1,941","1,941",,,0.09%,2,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,"1,375",396,1,,,,,,
12/11/25 10:51,Instagram,Story,Video,,"1,899","1,899",,"1,593","1,593",,,0.11%,2,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,"1,370",227,0,,,,,,
11/26/25 8:54,Instagram,Story,Photo,,"1,821","1,821",,"1,491","1,491",,,0.11%,2,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,"1,316",120,0,,,,,,
11/25/25 12:37,Instagram,Story,Video,,"1,562","1,562",,"1,377","1,377",,,0.13%,2,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,"1,112",258,1,,,,,,
11/25/25 10:30,Instagram,Story,Photo,,"1,766","1,766",,"1,448","1,448",,,0.11%,2,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,"1,364",130,0,,,,,,
11/24/25 16:09,Instagram,Story,Photo,,"2,317","2,317",,"1,862","1,862",,,0.09%,2,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,"1,612",274,0,,,,,,
11/11/25 9:11,Instagram,Story,Photo,,"3,515","3,515",,"2,673","2,673",,,0.06%,2,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,"1,927",628,2,,,,,,
11/10/25 9:43,Instagram,Story,Photo,,"2,607","2,607",,"2,175","2,175",,,0.08%,2,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,"1,514",571,0,,,,,,
10/29/25 13:06,Instagram,Story,Photo,,"2,673","2,673",,"1,938","1,938",,,0.07%,2,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385,"1,887",260,0,,,,,,
10/7/25 13:44,Instagram,Story,Video,,"1,977","1,977",,"1,717","1,717",,,0.10%,2,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,"1,251",400,0,,,,,,
10/6/25 9:20,Instagram,Story,Video,,"2,507","2,507",,"1,998","1,998",,,0.08%,2,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,"1,432",473,0,,,,,,
10/4/25 14:33,Instagram,Story,Video,,"2,165","2,165",,"1,826","1,826",,,0.09%,2,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,"1,187",587,0,,,,,,
9/27/25 8:19,Instagram,Story,Video,,"5,198","5,198",,"3,783","3,783",,,0.04%,2,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,"2,184",534,0,,,,,,
9/12/25 15:58,Instagram,Story,Video,,"2,651","2,651",,"2,181","2,181",,,0.08%,2,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,"1,514",537,0,,,,,,
9/10/25 11:16,Instagram,Story,Video,,"3,235","3,235",,"2,634","2,634",,,0.06%,2,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,"2,157",439,0,,,,,,
9/4/25 15:42,Instagram,Story,Video,,"4,397","4,397",,"3,173","3,173",,,0.05%,2,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,"2,463",714,0,,,,,,
8/26/25 10:09,Instagram,Story,Video,,"4,268","4,268",,"3,063","3,063",,,0.05%,2,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,"2,722",630,0,,,,,,
8/20/25 14:44,Instagram,Story,Video,,"2,661","2,661",,"2,282","2,282",,,0.08%,2,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,"1,677",549,0,,,,,,
8/18/25 11:27,Instagram,Story,Video,,"2,979","2,979",,"2,437","2,437",,,0.07%,2,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,"2,254",243,0,,,,,,
8/17/25 22:54,Instagram,Story,Video,,"2,014","2,014",,"1,565","1,565",,,0.10%,2,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,"1,181",336,0,,,,,,
8/17/25 20:45,Instagram,Story,Video,,"4,422","4,422",,"3,439","3,439",,,0.05%,2,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,"2,372",482,0,,,,,,
8/12/25 10:17,Instagram,Story,Photo,,"3,216","3,216",,"2,573","2,573",,,0.06%,2,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,"2,045",532,0,,,,,,
7/30/25 8:51,Instagram,Story,Photo,,"4,238","4,238",,"3,319","3,319",,,0.05%,2,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,"2,152",592,0,,,,,,
7/23/25 14:44,Instagram,Story,Photo,,"1,972","1,972",,"1,723","1,723",,,0.10%,2,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,"1,718",62,0,,,,,,
7/21/25 12:11,Instagram,Story,Photo,,"4,188","4,188",,"3,555","3,555",,,0.05%,2,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,"3,015",580,0,,,,,,
7/14/25 13:11,Instagram,Story,Photo,,"4,175","4,175",,"3,274","3,274",,,0.05%,2,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,"2,561",637,0,,,,,,
7/11/25 23:04,Instagram,Story,Video,,"1,917","1,917",,"1,569","1,569",,,0.10%,2,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,"1,216",416,1,,,,,,
7/9/25 9:19,Instagram,Story,Photo,,"3,979","3,979",,"3,259","3,259",,,0.05%,2,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,"2,364",537,1,,,,,,
7/2/25 8:45,Instagram,Story,Video,,"2,283","2,283",,"1,823","1,823",,,0.09%,2,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,"1,370",377,0,,,,,,
6/30/25 10:31,Instagram,Story,Photo,,"2,694","2,694",,"2,335","2,335",,,0.07%,2,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,"1,841",400,1,,,,,,
4/5/25 16:29,Instagram,Story,Video,,"2,523","2,523",,"2,487","2,487",,,0.08%,2,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,"1,696",621,1,,,,,,
4/4/25 15:47,Instagram,Story,Photo,,"4,050","4,050",,"3,867","3,867",,,0.05%,2,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,"2,791",938,1,,,,,,
4/3/25 13:35,Instagram,Story,Video,,"2,475","2,475",,"2,360","2,360",,,0.08%,2,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,"1,679",533,1,,,,,,
3/25/25 11:30,Instagram,Story,Video,,"2,197","2,197",,"2,149","2,149",,,0.09%,2,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,"1,614",293,0,,,,,,
3/16/25 21:26,Instagram,Story,Photo,,"2,996","2,996",,"2,909","2,909",,,0.07%,2,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,"2,102",691,1,,,,,,
3/15/25 18:11,Instagram,Story,Video,,"4,092","4,092",,"4,057","4,057",,,0.05%,2,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,"2,524",898,1,,,,,,
3/6/25 9:18,Instagram,Story,Photo,,"1,843","1,843",,"1,765","1,765",,,0.11%,2,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,"1,470",277,0,,,,,,
2/24/25 15:09,Instagram,Story,Video,,"2,682","2,682",,"2,620","2,620",,,0.07%,2,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,"1,891",607,1,,,,,,
2/21/25 19:17,Instagram,Story,Video,,"2,752","2,752",,"2,726","2,726",,,0.07%,2,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,"2,192",325,0,,,,,,
2/20/25 16:15,Instagram,Story,Video,,"2,353","2,353",,"2,350","2,350",,,0.08%,2,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,"1,976",595,1,,,,,,
2/4/25 13:55,Instagram,Story,Video,,"1,557","1,557",,"1,487","1,487",,,0.13%,2,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,"1,370",189,0,,,,,,
2/4/25 10:26,Instagram,Story,Photo,,"1,563","1,563",,"1,499","1,499",,,0.13%,2,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,"1,345",237,0,,,,,,
2/3/25 10:11,Instagram,Story,Video,,"1,912","1,912",,"1,855","1,855",,,0.10%,2,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,"1,780",239,0,,,,,,
1/27/25 13:26,Instagram,Story,Video,,"1,979","1,979",,"1,979","1,979",,,0.10%,2,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,"1,535",274,0,,,,,,
1/24/25 10:32,Instagram,Story,Photo,,"2,301","2,301",,"2,249","2,249",,,0.09%,2,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,"1,880",372,0,,,,,,
1/21/25 16:53,Instagram,Story,Photo,,"2,735","2,735",,"2,670","2,670",,,0.07%,2,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,"2,069",680,0,,,,,,
1/14/25 13:38,Instagram,Story,Photo,,"2,918","2,918",,"2,918","2,918",,,0.07%,2,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"2,029",705,0,,,,,,
1/13/25 13:39,Instagram,Story,Photo,,"1,747","1,747",,"1,730","1,730",,,0.11%,2,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,"1,684",128,1,,,,,,
1/10/25 12:00,Instagram,Story,Photo,,"3,516","3,516",,"3,516","3,516",,,0.06%,2,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,"2,620",733,1,,,,,,
12/19/25 12:48,Instagram,Story,Photo,,"2,302","2,302",,"2,011","2,011",,,0.04%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,"1,297",407,0,,,,,,
12/18/25 13:08,Instagram,Story,Photo,,"2,142","2,142",,"1,852","1,852",,,0.05%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,"1,278",432,0,,,,,,
12/16/25 10:13,Instagram,Story,Video,,"2,293","2,293",,"1,923","1,923",,,0.04%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,"1,338",354,0,,,,,,
12/11/25 9:48,Instagram,Story,Video,,"2,212","2,212",,"1,772","1,772",,,0.05%,1,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,"1,510",310,1,,,,,,
12/10/25 9:53,Instagram,Story,Photo,,"2,606","2,606",,"2,074","2,074",,,0.04%,1,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,"1,606",434,1,,,,,,
12/10/25 9:25,Instagram,Story,Video,,"2,698","2,698",,"2,246","2,246",,,0.04%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,"1,900",371,0,,,,,,
12/8/25 16:00,Instagram,Story,Video,,"1,807","1,807",,"1,595","1,595",,,0.06%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"1,087",398,0,,,,,,
12/4/25 19:46,Instagram,Story,Video,,"1,776","1,776",,"1,533","1,533",,,0.06%,1,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,"1,200",303,1,,,,,,
12/1/25 12:54,Instagram,Story,Video,,"1,991","1,991",,"1,772","1,772",,,0.05%,1,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,"1,383",301,1,,,,,,WSU Views
11/25/25 10:33,Instagram,Story,Photo,,"1,801","1,801",,"1,456","1,456",,,0.06%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,"1,288",124,0,,,,,,
11/25/25 10:30,Instagram,Story,Photo,,"1,859","1,859",,"1,552","1,552",,,0.05%,1,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,"1,313",223,1,,,,,,
11/24/25 16:21,Instagram,Story,Photo,,"2,155","2,155",,"1,686","1,686",,,0.05%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,"1,440",217,0,,,,,,
10/29/25 13:05,Instagram,Story,Photo,,"2,973","2,973",,"2,063","2,063",,,0.03%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444,"2,233",92,0,,,,,,
10/29/25 13:04,Instagram,Story,Photo,,"3,584","3,584",,"2,291","2,291",,,0.03%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514,"2,239",163,0,,,,,,
10/27/25 11:15,Instagram,Story,Video,,"2,295","2,295",,"1,963","1,963",,,0.04%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,"1,508",402,0,,,,,,
10/23/25 9:30,Instagram,Story,Photo,,"3,266","3,266",,"2,584","2,584",,,0.03%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,"1,843",666,0,,,,,,
10/22/25 10:32,Instagram,Story,Video,,"2,557","2,557",,"1,993","1,993",,,0.04%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,"1,650",346,0,,,,,,
10/21/25 10:34,Instagram,Story,Video,,"1,967","1,967",,"1,643","1,643",,,0.05%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,"1,217",455,0,,,,,,
9/26/25 10:23,Instagram,Story,Video,,"3,182","3,182",,"2,605","2,605",,,0.03%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,"2,257",375,0,,,,,,
9/22/25 12:33,Instagram,Story,Video,,"3,160","3,160",,"2,580","2,580",,,0.03%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,"2,075",611,0,,,,,,
9/13/25 13:14,Instagram,Story,Video,,"2,604","2,604",,"2,144","2,144",,,0.04%,1,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"1,710",391,1,,,,,,
9/8/25 14:38,Instagram,Story,Photo,,"3,347","3,347",,"2,793","2,793",,,0.03%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,"2,089",595,0,,,,,,
9/5/25 11:30,Instagram,Story,Video,,"3,229","3,229",,"2,531","2,531",,,0.03%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,"1,434",379,0,,,,,,
9/2/25 11:29,Instagram,Story,Video,,"2,829","2,829",,"2,438","2,438",,,0.04%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,"1,823",594,0,,,,,,
8/28/25 10:38,Instagram,Story,Photo,,"3,834","3,834",,"3,058","3,058",,,0.03%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,"2,476",579,0,,,,,,
8/25/25 12:54,Instagram,Story,Photo,,"2,505","2,505",,"2,082","2,082",,,0.04%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,"1,475",546,0,,,,,,
8/18/25 19:33,Instagram,Story,Photo,,"2,762","2,762",,"2,311","2,311",,,0.04%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,"2,312",117,0,,,,,,
8/18/25 12:20,Instagram,Story,Video,,"2,956","2,956",,"2,322","2,322",,,0.03%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,"2,353",86,0,,,,,,
8/17/25 9:40,Instagram,Story,Video,,"3,673","3,673",,"2,963","2,963",,,0.03%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,"2,767",420,0,,,,,,
8/16/25 21:47,Instagram,Story,Photo,,"4,523","4,523",,"3,672","3,672",,,0.02%,1,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409,"3,654",198,1,,,,,,
8/13/25 17:25,Instagram,Story,Photo,,"2,750","2,750",,"2,401","2,401",,,0.04%,1,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,"1,853",489,1,,,,,,
8/12/25 15:45,Instagram,Story,Photo,,"3,254","3,254",,"2,874","2,874",,,0.03%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,"2,166",486,0,,,,,,
8/10/25 14:29,Instagram,Story,Photo,,"4,594","4,594",,"3,376","3,376",,,0.02%,1,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,"2,671",700,1,,,,,,
8/9/25 12:35,Instagram,Story,Video,,"2,877","2,877",,"2,366","2,366",,,0.03%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,"2,051",435,0,,,,,,
8/6/25 17:00,Instagram,Story,Video,,"2,669","2,669",,"2,245","2,245",,,0.04%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,"1,647",512,0,,,,,,
7/31/25 18:29,Instagram,Story,Photo,,"2,139","2,139",,"1,927","1,927",,,0.05%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,"1,699",207,0,,,,,,
7/28/25 12:00,Instagram,Story,Photo,,"4,993","4,993",,"4,165","4,165",,,0.02%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,"2,946",589,0,,,,,,
7/24/25 15:40,Instagram,Story,Video,,"1,857","1,857",,"1,606","1,606",,,0.05%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,"1,274",333,0,,,,,,
7/23/25 14:41,Instagram,Story,Video,,"2,032","2,032",,"1,761","1,761",,,0.05%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,"1,756",57,0,,,,,,
7/19/25 10:51,Instagram,Story,Photo,,"2,286","2,286",,"1,941","1,941",,,0.04%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,"1,354",502,0,,,,,,
7/11/25 15:16,Instagram,Story,Photo,,"2,721","2,721",,"2,237","2,237",,,0.04%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,"1,786",421,0,,,,,,
7/10/25 8:52,Instagram,Story,Photo,,"2,986","2,986",,"2,518","2,518",,,0.03%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,"2,010",442,0,,,,,,
7/8/25 10:59,Instagram,Story,Photo,,"3,679","3,679",,"3,210","3,210",,,0.03%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,"2,654",352,0,,,,,,
7/7/25 10:37,Instagram,Story,Photo,,"2,801","2,801",,"2,264","2,264",,,0.04%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,"1,668",562,0,,,,,,
6/27/25 12:47,Instagram,Story,Video,,774,774,,"1,785","1,785",,,0.13%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,"1,438",260,0,,,,,,
6/25/25 16:05,Instagram,Story,Video,,"2,849","2,849",,"2,424","2,424",,,0.04%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,"1,807",559,0,,,,,,
6/12/25 13:42,Instagram,Story,Photo,,"2,834","2,834",,"2,704","2,704",,,0.04%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,"2,254",436,0,,,,,,
6/6/25 17:07,Instagram,Story,Video,,"1,712","1,712",,"1,673","1,673",,,0.06%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,"1,155",438,0,,,,,,
5/30/25 14:07,Instagram,Story,Photo,,"2,105","2,105",,"2,102","2,102",,,0.05%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,"1,760",331,0,,,,,,
5/22/25 10:10,Instagram,Story,Photo,,"3,051","3,051",,"2,929","2,929",,,0.03%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,"2,415",535,0,,,,,,
5/22/25 9:46,Instagram,Story,Video,,"3,306","3,306",,"3,085","3,085",,,0.03%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,"2,681",366,0,,,,,,
5/21/25 14:37,Instagram,Story,Video,,"2,129","2,129",,"2,025","2,025",,,0.05%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,"1,802",240,0,,,,,,
5/18/25 14:32,Instagram,Story,Video,,"3,004","3,004",,"2,971","2,971",,,0.03%,1,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,"2,405",716,1,,,,,,
5/14/25 16:30,Instagram,Story,Video,,"2,615","2,615",,"2,598","2,598",,,0.04%,1,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,"1,820",623,1,,,,,,
5/12/25 9:48,Instagram,Story,Photo,,"2,715","2,715",,"2,584","2,584",,,0.04%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,"2,051",623,0,,,,,,
5/7/25 9:55,Instagram,Story,Photo,,"2,795","2,795",,"2,700","2,700",,,0.04%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,"2,184",447,0,,,,,,
4/11/25 20:00,Instagram,Story,Video,,"2,371","2,371",,"2,310","2,310",,,0.04%,1,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,"1,711",506,1,,,,,,
3/27/25 13:27,Instagram,Story,Photo,,"1,750","1,750",,"1,619","1,619",,,0.06%,1,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,"1,551",237,1,,,,,,
3/23/25 15:05,Instagram,Story,Photo,,"3,497","3,497",,"3,415","3,415",,,0.03%,1,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,"2,386",802,1,,,,,,
3/21/25 12:33,Instagram,Story,Photo,,"3,288","3,288",,"3,211","3,211",,,0.03%,1,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,"2,634",195,1,,,,,,
3/20/25 11:21,Instagram,Story,Photo,,"1,925","1,925",,"1,900","1,900",,,0.05%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,"1,529",462,0,,,,,,
3/20/25 11:10,Instagram,Story,Video,,"2,056","2,056",,"2,026","2,026",,,0.05%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,"1,578",284,0,,,,,,
3/18/25 13:27,Instagram,Story,Video,,"1,967","1,967",,"1,925","1,925",,,0.05%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,"1,707",266,0,,,,,,
3/14/25 14:08,Instagram,Story,Photo,,"2,160","2,160",,"2,132","2,132",,,0.05%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,"1,774",309,0,,,,,,
3/12/25 16:06,Instagram,Story,Video,,"1,571","1,571",,"1,562","1,562",,,0.06%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,"1,192",354,0,,,,,,
3/5/25 14:21,Instagram,Story,Photo,,"1,612","1,612",,"1,522","1,522",,,0.06%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,"1,358",197,0,,,,,,
2/27/25 11:37,Instagram,Story,Video,,"1,464","1,464",,"1,432","1,432",,,0.07%,1,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,"1,291",148,1,,,,,,
2/27/25 11:29,Instagram,Story,Photo,,"1,515","1,515",,"1,464","1,464",,,0.07%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,"1,371",113,0,,,,,,
